,labels,text,clf
1587,O B_ORG I_ORG I_ORG I_ORG I_ORG I_ORG B_PER O O O O O O O O O O O B_PER O O O O O O O O O O O O O B_PER O O O,"Экс-директор Государственного музея изобразительных искусств имени Пушкина Ирина Антонова, которая возглавляла его 52 года, приветствует в качестве своего преемника Марину Лошак, последнее время бывшую арт-директором московского музейно-выставочного объединения ""Манеж"".В понедельник стало известно, что Антонова покидает свой пост.",
1588,O O O B_PER O O O O O O O O O O O O O O O O O O O O B_PER O O O O O O O B_PER O O O O O O O O O O O O O O I_ORG O O O O B_PER I_PER B_PER O O O O B_ORG,"""Я приветствую назначение Марины Девовны, считаю, что она, в силу достаточно большого опыта, способна отследить то многообразие деятельности, которое характеризует наш музей"", — сказала Антонова на пресс-брифинге в понедельник.Она попросила коллег принять Лошак ""со свойственным нашему музею радушием"", а также выразила благодарность за возможность продолжить работу в музее — приказом министра культуры Владимира Мединского Антонова назначена на должность президента ГМИИ.",
1589,O O O O O O O O O O O O O O O,"""Надеюсь, что опыт, который приобретен мной за эти годы, принесет пользу музею"", — заключила она.",
1590,O B_LOC O O B_PER I_PER O O O O O O O O O O B_ORG O O O O O O O O,"Мэром Даугавпилса вновь стал Янис Лачплесис (Латвия)В ходе состоявшегося сегодня, 1 июля, первого заседания нового состава Думы Даугавпилса, депутаты выбрали мэра города и его заместителей.",
1591,O O O O B_ORG O O O O O O B_ORG O B_PER I_PER O O O O O O O O O,"Об этом сообщает корреспондент ИА REGNUM.Изначально единственным кандидатом на пост председателя Думы стал Янис Лачплесис (""Латгальская партия""), которого единогласно поддержали все 14 народных избранников.",
1592,O O O O O O B_PER I_PER O I_ORG I_ORG O B_PER I_PER O O O B_PER I_PER O O O O O O B_PER I_PER O O O B_LOC,"В свою очередь, вице-мэрами оказались избраны Петерис Дзалбе (""Партия Социальной Справедливости""/""Народный контроль""), Янис Дукшинский (""Партия развития"") и Дмитрий Родионов (""Центр согласия"").Напомним, что в 2009-2011 году Янис Лачплесис уже был мэром Даугавпилса.",
1593,O O O O O O O O O O O O B_ORG O O B_PER I_PER,"Однако, в марте 2011 года он был снят голосованием тогдашнего депутатского состава Думы и сменен Жанной Кулаковой.",
1594,O O O B_PER O B_ORG O O O O O O O O I_ORG O O O O O B_PER I_PER,"Новость о назначении Габрелянова в РСН стала сюрпризом для ДоренкоНа посту генерального директора ""Русской службы новостей"" глава холдинга ""Ньюс-Медиа"" заменит Сергея Соколова.",
1595,O O O O O O B_PER B_PER O O I_ORG O O O O O O B_PER O O O O O O O O B_ORG I_ORG O O O O O O O O O O O O I_ORG O,"Новость о назначении главы холдинга ""Ньюс-Медиа"" Арама Габрелянова гендиректором ""Русской службы новостей"" стала неожиданностью для главного редактора Сергея Доренко, который узнал о данном решении постфактум, сообщил РИА Новости источник в окружении главреда.Габрелянов 1 июля вступил в должность гендиректора радиостанции ""Русская служба новостей"".",
1596,O O B_ORG O B_PER I_PER,Ранее гендиректором РСН был Сергей Соколов.,
1597,O O O O O O O O O O O O O O O O B_PER O O O O O,"""Доренко не было известно об этом решении"", — отметил собеседник агентства, добавив, что никаких консультаций с Доренко по этому поводу не проводилось.",
1598,O I_ORG O O O O O O O O O O O O O O,"""Русская служба новостей"" — информационная система, представляющая собой FM-радиостанцию, информационное агентство и новостную сеть ""Русского радио"".",
1599,O O O O O O O O,В московском эфире появилась в октябре 2001 года.,
1600,O O O O O O O O B_PER B_PER,Главным редактором радиостанции с сентября 2008 года является Сергей Доренко.,
1601,O O O O O O O O O O O,Весной 2011 года аудитория радиостанции насчитывала более полумиллиона слушателей в день.,
1602,O O B_LOC I_LOC O O O B_LOC O O O B_PER I_PER O O B_LOC I_LOC B_LOC B_LOC,Назначен прокурор Зианчуринского района БашкирииПриказом Генерального прокурора РФ младший советник юстиции Галина Садыкова назначена прокурором Зианчуринского района Республики Башкирии.,
1603,O O O O O O B_ORG I_ORG O O O B_LOC O B_PER I_PER O O O O O O B_LOC B_LOC I_LOC B_LOC O O O,Об этом 1 июля сообщили корреспонденту ИА REGNUM в пресс-службе прокуратуры Республики Башкирия.Справка:Садыкова Галина Михайловна родилась в 1976 году в с. Тазларово Зианчуринского района Республики Башкирия.С 1997-2004 гг.,
1604,O O B_ORG I_ORG O O O O O O O O B_LOC O O O O O O O O O O O O O O O O,- студентка Оренбургского государственного университета.В 2003 году назначена на должность помощника прокурора Хайбуллинского района.С сентября 2007 года до назначения на должность прокурора работала заместителем прокурора в этом же районе.,
1605,B_LOC O O O O O O B_ORG B_LOC O B_ORG B_LOC I_LOC O O O O O O O O O O O O O O O O,"Центр ядерной медицины и мордовский могильник: обзор СМИ Тамбовской областиОбзор СМИ Тамбовской области с 25 по 29 июля 2013 г.Африканская чума впервые добралась до тамбовских свиней, констатирует ""Комсомольская правда-Тамбов"".",
1606,O O O O O O O O O O I_LOC,За многие годы это первая крупная вспышка опасного заболевания в области.,
1607,O O O O O O B_LOC I_LOC O O B_ORG O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC,"Чтобы не допустить распространения заразы, в Бондарском районе ветеринарная служба, МЧС и полицейские круглосуточно борются с африканской чумой свиней.В первую зону отчуждения вошли населенные пункты в радиусе 5,5 км от очага распространения - села Верхнее Нащекино.",
1608,O O O O,Уже утилизировали 237 свиней.,
1609,O O O O O O O,Из областной казны выделили средства на компенсацию.,
1610,O O O O O O O O O O O O O,"За каждого поросенка весом до 37 кг хозяева подворий получат по 2,5 тыс.",
1611,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O B_LOC,"За взрослую свинью - из расчета 85 рублей за килограмм живого веса.Во вторую зону отчуждения с радиусом в 100 км вошли еще семь районов области: Бондарский, Гавриловский, Кирсановский, Пичаевский, Рассказовский, Сосновский и Тамбовский.",
1612,O O O O O O O O O O O O O O O O O O O,"Здесь поголовье свиней не уничтожается, но проверяется ежедневно: специалисты ветеринарной службы берут кровь на анализ, проводят общий осмотр животных.",
1613,O O O O O O O O O O O O O O O O O O O O O O,"Введен 30-дневный карантин, свининой торговать запретили.В регионе помимо местных подворий есть крупные свиноводческие комплексы, где выращивают до 200 тысяч свиней в год.",
1614,O O O O O O O O O O O O O O O B_LOC I_LOC B_PER I_PER,"""Свиноводство следует развивать в закрытых комплексах, а не в личных подсобных хозяйствах"", - считает губернатор Тамбовской области Олег Бетин.",
1615,O O O O O O O O O O O O O O O O O O O O B_LOC B_LOC I_LOC O O O O O O I_ORG O,"Причем условия содержания там идеально чистые, а угроза возникновения заболеваний у животных минимальна.Захоронение древней мордвы было найдено возле в селе Бокино Тамбовского района - буквально в нескольких километрах от областного центра.",
1616,O O O O O O O O O O O O,"Символично, что обнаружено оно было в день летнего солнцестояния, сообщает ""Тамбовская жизнь"".",
1617,O O O O O O O O O O O O O O O O O O,"Вечером 21 июня на участке, который готовился под строительство жилого дома, жители села обнаружили зелёные кости и черепа.",
1618,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_LOC O O O O O O O O O O O O O O,"Последнее говорило о том, что рядом с покойниками находилось множество медных украшений: окислы этого металла и придали человеческим останкам необычный цвет.Издание поясняет, что такие захоронения были типичными для мордвы - финно-угорского народа, который с древнейших времён жил на территории области и оставил очень большой след как в генофонде, так и в культуре её населения.",
1619,O O O O O O O O B_LOC O O O O O O O O O O O O O O O O,"В частности, русская крестьянская одежда (особенно рубахи) на Тамбовщине имеет ярко выраженное мордовское происхождение.По найденным мордовским браслетам и ордынским монетам (сомам) был определён возраст могильника.",
1620,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"Относится он к сороковым годам XIV века.Затем на поле в двух километрах от этого места были обнаружены остатки поселения, уникальность которого заключается в первую очередь в его расположении.",
1621,O O O O O O B_LOC O O O O O O O O O O O O O O,"Городище стояло не на правом берегу Цны с сосновым бором и лёгкой песчаной почвой, а на левом - степном и чернозёмном.",
1622,O O O O O O O O O O O O,"Казалось бы, мелочь, однако за ней может скрываться сенсация, не исключает газета.",
1623,O O O O O O O O O O O O O O O O O O,"Прежде считалось, что мордва жила в основном охотой и бортничеством, лишь время от времени обрабатывая лёгкие песчаные земли.",
1624,O O O O O O O,Городище на чернозёме может перевернуть эти представления.,
1625,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC O O O O,"Не исключено, что к XIV веку этот народ научился землепашеским технологиям, которые подразумевали использование лошадей и совершенных по тем временам орудий труда.В публикации предполагается, что скорее всего в то время мордва могла позаимствовать такие технологии только у русских, что означает вероятное присутствие последних уже в XIV веке в непосредственной близости от будущего Тамбова.В Тамбове построят центр ядерной медицины.",
1626,O O O O O O O,Заниматься новое заведение будет диагностикой онкологических заболеваний.,
1627,O O O O O O O O O O O O O O O O O O,"Появится здание ПЭТ (позитронно-эмиссионная томография) рядом с областным онкологическим диспансером, пишет ""Тамбовский меридиан"".Центр планируется запустить в этом году.",
1628,O O O O O O O O O,"Оборудование, которое стоит несколько сотен миллионов рублей, уже закуплено.",
1629,O O O O O O O O O O O O O O O O O O O O O O O O O,"Речь идет о таких современных техниках, как кибернож и линейный ускоритель: они позволяют диагностировать и лечить заболевания на сверхранних стадиях и не требуют хирургического вмешательства.",
1630,O O O O O,"""Деньги на оборудование выделило ""Роснано"".",
1631,O O O O O O O O O O O O O O O B_LOC I_ORG I_ORG I_ORG B_PER I_PER,"Больному будет вводиться специальный радиоактивный препарат, который накапливается в очагах опухоли, - рассказывает главный врач Тамбовского областного онкологического диспансера Владимир Милованов.",
1632,O O O O O O O O,"- На томографе будет видно, какие клетки заражены.",
1633,O O O O O O O,Посещение центра обойдется в 40 тысяч рублей.,
1634,O O O O O O O O O O O O O O O,"Обследование можно будет пройти за свой счет или по полученной квоте"".Школьникам будут выдавать учебники бесплатно.",
1635,O O O O O O O O O O O O O O O O,"Правда, положены они только ученикам 1-3 классов: об этом корреспонденту ""Тамбовского меридиана"" сообщили в комитете образования.",
1636,O O O O O O O O O O,На новые книги уже выделили из бюджета 35 млн рублей.,
1637,O O O O O O O O,Также бесплатными учебниками будут обеспечены учащиеся льготных категорий.,
1638,O O O O O O O O O O O O O O O O O O O O O O O I_ORG B_PER O O O O O O O O O O O O O O O O O O O O O O B_LOC O B_LOC O O O O O,"При этом в комитете образования пояснили, что прописи, тетради к учебникам и прочие вспомогательные пособия родителям придется по-прежнему покупать за свои кровные.Воспитанник тамбовского футбола Юрий Жирков, выступающий за махачкалинский ""Анжи"", не сможет выступать в ближайшие месяцы в чемпионате страны по футболу и пропустит матч между сборными командами России и Северной Ирландии, намеченный на 14 августа.",
1639,O O O O O O O O O O O O O O O B_PER O O O O O O O O O O O O O B_LOC O O B_PER O O B_LOC O O,"Это стало известно после медицинского обследования в одной из израильских клиник, где врачи определили у Жиркова надрыв мышцы бедра левой ноги, сообщает ""Тамбовская жизнь"".Ещё недавно, после завершения матча сборной России и Португалии, Юрий приезжал в Тамбов с семьёй.",
1640,O O O O O O B_PER O O O O O O O O O O B_LOC,"Об этом рассказал его первый тренер Валерий Шарапов: ""Несколько дней он с женой и сыном пробыл в Тамбове.",
1641,B_PER O O O O O O O O O O O O O O O,"Юра позвонил мне, пригласил на встречу, где собрались футболисты, с которыми он играл в тамбовском ""Спартаке"".",
1642,O O O O O O O,"Вспоминали о прошлом, строили планы на будущее.",
1643,I_PER O O O O O O O O O,"Жирков рассказал, что он остаётся в ""Анжи"" ещё на год.",
1644,O O O O O O O O O O O O O,"Я пригласил его на тренировку, которую проводил с юными футболистами в школе №36.",
1645,O O O O O O O O O,"Мальчишки брали у именитого футболиста автографы, фотографировались на память.",
1646,O O O O O O O O O O O B_LOC O I_LOC O O O O O O O O O O O O O O O,"Уверен, они будут долго помнить об этой встрече"".В начале июня власти Тамбова и области должны были объявить о том, кто будет защищать цвета региона во второй лиге российского первенства.",
1647,O O O O O O O O O O O O O,"Ранее речь шла о возможном слиянии команды ""Спартак"" с ""Академией футбола"", пишет ""Житье-бытье"".",
1648,O O O O O O O O O O O O,"В зависимости от результатов первенства либо ""Спартак"" вливался в ""Академию"", либо наоборот.",
1649,O O O O O O O O O O B_ORG O O O O O O O B_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"Еще до официального окончания чемпионата ""Спартак"" зарубили на аттестации в РФС из-за недостаточного финансирования, зато его место занял ФК ""Тамбов"", которого на то время фактически не существовало как команды.По итогам первенства ""Спартак"" занял предпоследнее место в зоне ""Центр"" второй лиги, ""Академия футбола"" - второе в третьем дивизионе.Накануне начала футбольного сезона- 2013-2014 руководство клуба провело пресс-конференцию, сообщив о некоторых планах и результатах проделанной работы.",
1650,O O O O O O B_PER O O O B_ORG I_ORG O O O O,"По словам генерального директора нового клуба Николая Волошкина, днем рождения ФК ""Тамбов"" можно считать 12 июня.",
1651,O O O O O O O O O O O O O O O O O O,"И буквально сразу же команда, в которой оказались как игроки ""Академии футбола"", так и ""Спартака"", провела первые тренировки.",
1652,O O O O O O I_LOC O O O O O O O O B_PER I_PER,"""По сути, новая команда стала сборной области по футболу, - сказал на пресс-конференции председатель облспорткомитета Михаил Белоусов.",
1653,O O O O O O O O O O O O O,- Она должна представлять весь тамбовский футбол и существовать в интересах его развития.,
1654,O O O O O O O O O O O,"Новый клуб стал частью системы, в которую не смог встроиться ""Спартак"".",
1655,O O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG O O O O O O O O O O O O O O O O O O O O B_PER O O I_ORG O O O O O O O O O O O O,"Система стройная и логичная, в основании которой массовый и детский футбол, затем фарм-клуб ""Академия футбола"", который продолжит выступать в третьей лиге, и, наконец, ФК ""Тамбов"" как главная команда области"".В публикации говорится, что главная команда основана на базе ""Академии футбола"", ее главным тренером стал тренер ""академиков"" Сергей Первушин.Футбольный клуб ""Тамбов"" будет существовать в форме некоммерческого партнерства, одним из учредителей которого стал облспорткомитет.",
1656,O O O O O O O O O O,Объем финансирования команды до конца года составляет 23 млн рублей.,
1657,O O O O O O O O B_LOC I_LOC O O O O O O O O O O O O O O,Выступать он будет в красно-синей форме цветов флага Тамбовской области с гербом региона на груди.Предварительный состав новой команды будет объявлен уже в начале июля.,
1658,O O O O B_ORG I_ORG O O O B_PER O O B_PER I_PER O B_PER I_PER,"Известно, что в составе ФК ""Тамбов"" будут играть вратарь Дмитрий Давыдов, игроки Максим Сопин и Михаил Тыняный.",
1659,O O O O O O O O O O O O O O O O O O O O O O O O O O O,"Ставку тренеры будут делать на тамбовских игроков, но и иногородним спортсменам путь в клуб не заказан.Задача на новый сезон поставлена скромная - закрепиться в середине турнирной таблице.",
1660,O O O B_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"Вообще, по словам Николая Волошкина, на становление клуба необходимо 2-3 года, затем уже можно ставить и более амбициозные цели.Первоочередные меры, направленные на снижение уровня аварийности на тамбовских дорогах, рассмотрены на расширенном заседании межведомственной комиссии по обеспечению безопасности дорожного, пишет ""Тамбовская жизнь"".",
1661,O O O O O O O I_LOC O O O O O O O O O O O O,"За 5 месяцев этого года на территории области зарегистрировано 650 дорожно-транспортных происшествий, в которых погибли 65 человек, 936 получили ранения.",
1662,O O O O O O O O O,Более трети ДТП произошло по причине плохих дорожных условий.,
1663,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"Также на треть выросло число ДТП по вине водителей, управлявших транспортом в нетрезвом состоянии.Издание отмечает, что с 2010 года постоянно обновляется перечень наиболее устойчивых очагов аварийности, выработаны меры по их ликвидации.",
1664,O O O O O O O O O,В прошлом году было ликвидировано 163 места концентрации ДТП.,
1665,O O O O O O O O O O O O O B_PER I_PER O O O O O O O,"В 2013 году составлен и утверждён новый областной План по ликвидации очагов аварийности.Губернатор Олег Бетин подчеркнул, что нужно больше внимания уделять профилактике.",
1666,O O O O O O O O O O O O O O O O O O O O O O,"Он предложил активней выявлять и привлекать к ответственности руководителей тех эксплуатационных организаций, которые не содержат вверенные им участки дороги в надлежащем состоянии.",
1667,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"Губернатор предложил также ужесточить ответственность автошкол за качество подготовки водителей вплоть до лишения лицензии тех, чьи выпускники особенно часто нарушают Правила дорожного движения и становятся участниками ДТП.Особое внимание глава администрации региона обратил на недопустимость нарушения правил безопасности на дорогах со стороны руководителей государственных и муниципальных учреждений и организаций.",
1668,O O O O O O O O O O O O O O O O O O O,"""Напоминаю всем о персональной ответственности каждого руководителя, - сказал губернатор, - особенно если речь идёт о пьянстве за рулём.",
1669,O O O O O O O,Каждый такой факт должен быть рассмотрен публично.,
1670,O O O O O O,"Прошу такую информацию предоставлять лично мне"".",
1671,O O O O B_ORG I_ORG O O O O O I_ORG B_PER I_PER O B_ORG I_ORG O O O O O O O B_PER O O O O O B_ORG,"Л.Рошаль: Назначение Т.Голиковой в Счетную палату опасно для россиянНазначение бывшего министра здравоохранения Татьяны Голиковой руководителем Счетной палаты опасно для россиян, считает известный детский врач Леонид Рошаль.Своим мнением хирург поделился в Twitter.",
1672,O O O O O O B_ORG I_ORG I_ORG I_ORG I_ORG B_ORG I_ORG O O O O O O O O O O O O B_ORG I_ORG I_ORG B_PER O O O O,"Он также заявил, что после проверки Министерства здравоохранения и социального развития Счетной палатой Т.Голикову ""нужно было снимать с работы"".Экс-министру нельзя простить увольнение с должности руководителя МНТК ""Микрохирургия глаза"" Христо Тахчиди, добавил детский врач.",
1673,O O O O O I_PER I_ORG O O O,"""Голиковой нельзя простить уничтожение великого Тахчиди и многих прекрасных других.",
1674,O O O O O O O O O O O B_ORG O O O O O O,"Представляете что будет, если она станет председателем СП"", - интересуется Л.Рошаль.Проверка Счетной палаты, упомянутая хирургом, прошла в 2010г.",
1675,O O O O O O O O O O O,Тогда аудиторы обвинили ведомство Т.Голиковой в недостаточно активном освоении бюджетных средств.,
1676,O O B_ORG O O O,"По данным СП РФ, в 2009г.",
1677,B_ORG O O O O O O O O O O O O O O O O O O O O O O O O,"Минздрав не израсходовал порядка 400 млн руб., предназначавшихся на закупку медицинского оборудования по нескольким федеральным целевым программам.Конфликт известного врача с Т.Голиковой тянется не один год.",
1678,O O O,В апреле 2011г.,
1679,O B_ORG I_ORG I_ORG O O O O O O O,на Всероссийском форуме медработников детский врач раскритиковал работу возглавляемого Т.Голиковой ведомства.,
1680,O O O O O O,Министр в ответ назвала критику некорректной.,
1681,O O O I_ORG O O O O O O O,Не сошлись они и в оценке нашумевшего закона об охране здоровья.,
1682,O O O O O O O B_ORG O O O O O O O O O O O O O O O B_ORG I_ORG I_ORG O,"Л.Рошаль тогда заявлял, что, ""продвигая этот закон, Минздрав противопоставляет себя медицинскому сообществу"".Кроме того, разные позиции они заняли в скандальной истории с увольнением руководителя МНТК ""Микрохирургия глаза"" Х.Тахчиди.",
1683,O O O O O O O O O O O O O O O O O B_ORG,"Тогда Л.Рошаль обвинил Т.Голикову в откровенной провокации.Последнее публичное высказывание Л.Рошаля о Т.Голиковой датировано 12 июня, после съезда ОНФ.",
1684,O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG,"Комментируя присутствие экс-министра на мероприятии, детский врач назвал ее ""прилипалой"".Напомним, Т.Голикова является одним из трех кандидатов, выдвинутых ""Единой Россией"" на пост председателя Счетной палаты.",
1685,O O O O O O O B_ORG O O O B_ORG B_PER I_PER I_ORG O B_PER I_PER,Два других кандидата фракции партии власти в Госдуме - нынешний руководитель СП Сергей Степашин и парламентарий Андрей Макаров.,
1686,O O O O O O B_ORG I_ORG O O B_LOC I_LOC I_LOC B_PER I_PER O O B_ORG O O O B_PER O O O O O O B_ORG I_ORG,"СМИ: Мать И.Пономарева уступит место в Совете Федерации чукчеСенатор от Чукотского автономного округа Лариса Пономарева (мать депутата Госдумы от ""Справедливой России"" Ильи Пономарева) в ближайшее время уйдет из Совета Федерации.",
1687,O O O O O O O O O O O O O O O O O,"Об этом газете ""Известия"" рассказал источник в администрации Чукотки.Это решение не лично Л.Пономаревой, а губернатора, сообщил он.",
1688,O O O O O O O O B_LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"Местные власти решили, что на месте сенатора от Чукотки должен быть представитель коренной национальности региона, пояснил собеседник издания.В свою очередь сенатор сообщила изданию, что действительно не уверена, что ей и дальше надо оставаться в верхней палате парламента.",
1689,O O O O O O O O O O O O,"Но она называет другие причины такого решения: ""Уже нужно давать дорогу молодым.",
1690,O O O O O O O O O O,"Хорошо, если меня и дальше будут помнить как положительного политика.",
1691,O O O O O O O O O B_ORG I_ORG I_ORG I_ORG B_PER I_PER O O O O O O O,"Лучше уйти, пока не испортилось впечатление"".Директор департамента региональных программ Фонда развития гражданского общества Виталий Иванов сообщил, что слышал о грядущей отставке Л.Пономаревой.",
1692,O O O O O O O O O O O O O O O O O O O O O,"По его мнению, главной причиной такого решения является политическая деятельность ее сына, который за последний год оказался соучастником нескольких громких скандалов.",
1693,O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC I_LOC O O O,"""Понятно, что его деятельность бросает тень и на мать"", - считает эксперт.Напомним, в настоящее время И.Пономарев проходит в качестве свидетеля по уголовному делу о беспорядках на Болотной площади 6 мая 2012г.",
1694,O O O O O O,"Еще один скандал связан со ""Сколково"".",
1695,O O O O O O O O O,Депутат-оппозиционер по контракту с руководством иннограда получил 450 тыс.,
1696,O,долл.,
1697,O O O O,за выполнение научной работы.,
1698,O O O O,"Кроме того, в 2011г.",
1699,O O O O O O O O O O O O O,"он прочитал в ""Сколково"" 10 лекций и получил за свою работу 300 тыс.",
1700,O,долл.,
1701,O O O O O O,По этому эпизоду в апреле 2013г.,
1702,B_ORG I_ORG O O O,Следственный комитет возбудил уголовное дело.,
1703,O O O O O O O O,Депутату грозит лишение мандата.Л.Пономарева стала сенатором в 2005г.,
1704,O O,В 2000-2001гг.,
1705,O O O B_ORG B_PER I_PER,работала помощником депутата Госдумы Романа Абрамовича.,
1706,O O O O B_LOC O O O O O O O O O I_LOC I_LOC,После избрания последнего губернатором Чукотки Л.Пономарева была назначена руководителем секретариата аппарата губернатора и правительства автономного округа.,
1707,O O O O O O O O O O O O O O O O O O O O O I_LOC O O O,"Она принимала непосредственное участие в решении вопросов, поступающих от населения региона по ""горячей линии"" губернатора, а также курировала вопросы переселения жителей округа в другие регионы.",
1708,O O O O O O O O O O O O O B_PER I_PER O O O O O O B_LOC B_PER I_PER,"Политический кризис в Чехии: движение в сторону ""корпоративного государства""17 июня 2013 года премьер-министр Петр Нечас подал заявление о своей отставке президенту Чехии Милошу Земану.",
1709,O O O O O O O O O,Отставка премьера по чешской конституции означает роспуск всего правительства.,
1710,O O O O O O O O O O O B_LOC O O,"После этого события прошла вторая неделя, а конца правительственному кризису в Чехии не видно.",
1711,O O O O O O O O O O O O O O O O O O O O O O O B_ORG I_ORG I_ORG O O,"Связано это с тем, что над его разрешением каждая в своих интересах работают три силы: правительственная правоконсервативная коалиция с ведущей двойкой партий - Гражданская демократическая партия (ODS), ""Традиция.",
1712,O,Ответственность.,
1713,I_ORG I_ORG I_ORG O O O O B_ORG I_ORG I_ORG I_ORG I_ORG B_ORG I_ORG B_LOC I_ORG I_ORG O O O B_LOC B_PER I_PER,"Процветание 09"" (TOP 09); левая оппозиция - Чешская социал-демократическая партия (CSSD) и Коммунистическая партия Чехии и Моравии (KSCM); новый президент Чехии Милош Земан.",
1714,O O O O O,(1)Причина затягивания кризиса - президент.,
1715,O O O O O O O O O O O O I_PER O O O O O O O O O O O O O O O O O,"Сбылись прогнозы тех политических обозревателей, которые предсказывали, что властный по своей натуре Земан не станет довольствоваться чисто декоративной ролью президента Чехии, а попробует сыграть свою собственную партию в чешской политике.",
1716,O O I_ORG O O O O O I_PER O O B_LOC O O O O O B_PER O O O O,"Не прошло и трех месяцев после того, как Земан поселился в Пражском Граде, как правительство гражданского демократа Нечаса с оглушительным скандалом пало.",
1717,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_PER,"И подозрение, что негласную санкцию на развитие коррупционного процесса дал именно Земан, подтвердил сам президент., Он, в частности, заявил, что во время своей недавней президентской кампании обещал сбросить правительство Нечаса.",
1718,O O O O O O O O,И сейчас он просто выполнил свое предвыборное обещание.,
1719,O O O O O B_LOC O O O O O O O I_ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"По его словам, предлагаемое им Чехии временное техническое правительство обеспечит расследование коррупционного скандала и не допустит политического давления на следствие.Не успели высохнуть чернила на прошении об отставке Нечаса, как три главные силы чешской политики стали артикулировать свои цели с оглядкой на то, что до очередных парламентских выборов в мае 2014 года остается десять месяцев.",
1720,O O O O O O O O O O O O O O O O O O O O O O,"Коротко их можно определить так: правящая правоцентристская коалиция хотела бы оставаться у власти отмеченный срок, для чего готова сформировать свое новое правительство.",
1721,O O O O O O O O O O O O O O O,"Левая оппозиция желает проведения досрочных выборов, поскольку чувствует, что ветер успеха дует в ее паруса.",
1722,O O B_ORG B_PER I_PER O O O O O O O O O O O O,"Новый председатель ODS Мартин Куба ясно дал понять: ""Досрочные выборы могут рассматриваться только в качестве последнего средства"".",
1723,O I_PER O O O O O O O O,"Президент Земан не хочет ни правительства коалиции, ни досрочных выборов.",
1724,O O O O O O O O O O O O O O O O O B_PER,"Формально он хочет сформировать под своей эгидой техническое правительство из ""специалистов"", которые на ключевых постах означают людей Земана.",
1725,O O O O O O O O O O O O O O O O O I_ORG O O O O B_ORG I_ORG I_ORG O O O O O B_ORG O O O O O,"Назначение президентского премьера может готовить почву для досрочных выборов в ноябре или декабре этого года, а может и нет.Правительственная коалиция из ODS, TOP 09 и их младшего партнера - либерально-демократической LIDE хотели бы возобновить свое правительство.",
